enrollment_id,student_id,course_id,enrollment_date,progress_percent,completion_status,rating
426,182,6,2022-09-22T00:00:00.000Z,17.59,In Progress,
427,28,4,2024-07-12T00:00:00.000Z,46.97,In Progress,1.7
428,182,2,2024-03-26T00:00:00.000Z,10.2,In Progress,1.7
429,102,9,2024-09-08T00:00:00.000Z,100,Completed,
430,99,11,2024-02-01T00:00:00.000Z,2.95,In Progress,3.1
431,166,15,2024-02-02T00:00:00.000Z,32.45,In Progress,3.3
432,286,10,2023-08-13T00:00:00.000Z,19.05,In Progress,1
433,230,10,2022-07-31T00:00:00.000Z,100,Completed,
434,146,13,2022-02-06T00:00:00.000Z,100,Completed,
435,63,10,2022-07-09T00:00:00.000Z,57.17,In Progress,
436,39,4,2022-10-10T00:00:00.000Z,8,In Progress,2
437,45,18,2023-06-08T00:00:00.000Z,10.56,In Progress,
438,116,1,2022-06-09T00:00:00.000Z,22.93,In Progress,
439,216,7,2023-11-22T00:00:00.000Z,46.64,In Progress,1
440,153,3,2023-12-17T00:00:00.000Z,100,Completed,
441,84,4,2024-03-02T00:00:00.000Z,54.28,In Progress,
442,176,12,2022-06-26T00:00:00.000Z,100,Completed,2.6
443,67,16,2023-04-06T00:00:00.000Z,56.12,In Progress,3.1
444,56,1,2022-12-04T00:00:00.000Z,56.26,In Progress,1.6
445,134,14,2022-04-09T00:00:00.000Z,54.94,In Progress,
446,259,15,2022-10-10T00:00:00.000Z,30.86,In Progress,
447,22,5,2023-08-23T00:00:00.000Z,15.95,In Progress,
448,193,9,2022-02-12T00:00:00.000Z,51.53,In Progress,
449,226,17,2023-09-15T00:00:00.000Z,13.55,In Progress,3.6
450,10,3,2023-03-04T00:00:00.000Z,100,Completed,
451,63,17,2022-03-08T00:00:00.000Z,26.23,In Progress,
452,94,20,2023-11-12T00:00:00.000Z,100,Completed,
453,189,20,2022-03-14T00:00:00.000Z,35.81,In Progress,
454,251,14,2024-01-18T00:00:00.000Z,100,Completed,
455,140,4,2022-05-01T00:00:00.000Z,28.56,In Progress,1.3
456,201,7,2024-10-21T00:00:00.000Z,18.14,In Progress,
457,281,1,2023-10-15T00:00:00.000Z,18.9,In Progress,
458,133,1,2022-03-04T00:00:00.000Z,28.11,In Progress,
459,226,14,2023-05-08T00:00:00.000Z,18.63,In Progress,
460,92,2,2023-03-02T00:00:00.000Z,0.15,Not Started,2
461,2,8,2023-10-17T00:00:00.000Z,28.05,In Progress,
462,206,9,2024-06-28T00:00:00.000Z,100,Completed,
463,57,17,2022-09-12T00:00:00.000Z,54.34,In Progress,
464,233,14,2023-01-25T00:00:00.000Z,100,Completed,
465,174,14,2023-04-09T00:00:00.000Z,100,Completed,
466,170,5,2022-03-09T00:00:00.000Z,36.7,In Progress,
467,44,1,2024-08-13T00:00:00.000Z,100,Completed,3.8
468,119,8,2023-03-12T00:00:00.000Z,14.79,In Progress,
469,286,14,2024-12-22T00:00:00.000Z,100,Completed,4.6
470,72,11,2022-08-03T00:00:00.000Z,100,Completed,
471,181,14,2022-10-29T00:00:00.000Z,100,Completed,
472,192,12,2024-09-23T00:00:00.000Z,100,Completed,4.7
473,46,19,2023-07-12T00:00:00.000Z,58.09,In Progress,
474,156,12,2024-03-10T00:00:00.000Z,100,Completed,
475,64,14,2022-12-20T00:00:00.000Z,53.26,In Progress,
476,211,4,2024-05-30T00:00:00.000Z,2.29,In Progress,
477,10,14,2024-06-11T00:00:00.000Z,100,Completed,
478,202,17,2024-09-04T00:00:00.000Z,100,Completed,2.1
479,9,3,2022-03-29T00:00:00.000Z,35.73,In Progress,3.4
480,264,9,2024-07-22T00:00:00.000Z,100,Completed,
481,59,13,2024-08-30T00:00:00.000Z,12.16,In Progress,
482,266,20,2023-01-25T00:00:00.000Z,1.69,In Progress,1.7
483,90,7,2024-07-01T00:00:00.000Z,46.82,In Progress,
484,122,14,2023-07-14T00:00:00.000Z,52.39,In Progress,1.9
485,129,9,2023-05-09T00:00:00.000Z,44.16,In Progress,1.3
486,180,4,2022-06-02T00:00:00.000Z,100,Completed,
487,125,8,2023-08-21T00:00:00.000Z,15.3,In Progress,
488,226,13,2024-08-18T00:00:00.000Z,51.38,In Progress,
489,63,15,2024-11-12T00:00:00.000Z,99.9,Active,
490,41,15,2024-09-06T00:00:00.000Z,26.61,In Progress,
491,242,7,2022-09-07T00:00:00.000Z,100,Completed,1.8
492,151,18,2022-09-04T00:00:00.000Z,100,Completed,
493,174,16,2023-05-12T00:00:00.000Z,4.27,In Progress,1.6
494,145,6,2023-02-22T00:00:00.000Z,100,Completed,
495,54,8,2024-09-30T00:00:00.000Z,34.93,In Progress,
496,107,10,2023-04-08T00:00:00.000Z,24.59,In Progress,2.8
497,80,9,2022-02-10T00:00:00.000Z,17.3,In Progress,
498,97,14,2024-10-05T00:00:00.000Z,0.66,Not Started,
499,78,10,2022-09-26T00:00:00.000Z,100,Completed,
500,221,3,2024-07-16T00:00:00.000Z,100,Completed,
